Title,Summary,Date
آخرین وضعیت بدهی های خارجی ایران,بدهی خارجی ایران در پایان دی امسال، ‌به رقم ۸ میلیارد و ۴۷۳ میلیون دلار رسیده که نسبت به مدت مشابه سال قبل ۱۰.۷ درصد کم شده است.,1400/12/23
کاهش رشد نقدینگی در دی ماه / آمار نگران کننده از اضافه برداشت بانک ها از بانک مرکزی,بانک مرکزی در گزارش خود به آمارهای متغیرهای پولی را منتشر کرد که بر این اساس نقدینگی در اولین ماه فصل زمستان با رشد ۳۹.۸ درصدی نسبت به ماه مشابه سال گذشته به بیش از ۴۵۰۱ هزار میلیارد تومان رسید. هرچند کاهش رشد نقدینگی نکته امیدوار کننده ای بود اما افزایش۴۶.۱ درصدی بدهی بانک ها به بانک مرکزی، نشانه خوبی برای اقتصاد ایران نیست.,1400/12/23
حق ندارید دلارهای نفتی را به بانک مرکزی بدهید,معاون اقتصادی رییس جمهور گفت: دلارهای نفتی را نباید به بانک مرکزی می‌دادند که در این بودجه جلوی این کار را گرفتیم و گفتیم وزارت نفت حق ندارد دلارهای نفتی را به بانک مرکزی بدهد.,1400/12/23
لایحه دو فوریتی دولت برای مدیریت حوزه اموال تملیکی,وزیر اقتصاد و دارایی با بیان اینکه لایحه دو فوریتی برای کاهش مشکلات اموال تملیکی به مجلس ارسال شده است، گفت: باید جریان ورودی و خروجی کالاها کنترل شود و زمان ماندگاری کالا در انبارهای سازمان اموال تملیکی به حداقل برسد.,1400/12/23
چقدر از پزشکان مالیات نمی دهند؟,با وجود آن که بسیاری از نمایندگان مجلس و مسئولین نظام سلامت به عدم استفاده پزشکان از دستگاه کارتخوان اذعان دارند؛ میزان فرار مالیاتی جامعه پزشکی در هاله‌ای از ابهام و محل اختلاف سازمان نظام پزشکی و سایر نهادهاست.,1400/12/23
کرونا رفت، خشکسالی آمد / رشد اقتصادی ۹ ماه سال ۱۴۰۰ به ۴.۱ درصد رسید,تولید ناخالص داخلی به قیمت‌های ثابت سال ۱۳۹۵ در سه ماهه سوم سال ۱۴۰۰ به بیش از ۳۵۱ هزار میلیارد تومان رسید که نسبت به سه ماهه سوم سال ۱۳۹۹، رشد ۵.۷ درصدی را نشان می دهد. همچنین رشد اقتصادی بدون نفت طی دوره مذکور معادل ۵.۸ درصد بوده است.,1400/12/23
اقتصاد جهانی به کدام سو می رود؟,هفته گذشته برای بازارهای جهانی، هفته پر فراز و نشیبی بود. اوایل هفته به دلیل توقف در مذاکرات احیای برجام و افزایش قیمت نفت، ترس از تورم موجب رشد دارایی‌ های امن سنتی مانند طلا و دلار و ریزش بازارهای ریسکی مانند سهام و رمزارزها شد.,1400/12/23
اصلاح آیین نامه انتشار اسناد خزانه اسلامی,هیأت دولت با اصلاح آیین‌نامه اجرایی مربوط به اوراق مالی مصوب کرد انتشار اسناد خزانه اسلامی توسط وزارت امور اقتصادی و دارایی و واگذاری آن با سررسید تا پایان سال ۱۴۰۳ و حفظ قدرت خرید انجام شود.,1400/12/23
بخشنامه دستمزد ۱۴۰۱ ابلاغ شد,بخشنامه مزد سال ۱۴۰۱ از سوی وزیر تعاون، کار و رفاه اجتماعی ابلاغ شد.,1400/12/22
نفس مافیای امضاهای طلایی به شماره افتاد / اولین دستاورد دولت به بار می نشیند؟,سرانجام پس از تلاش‌های فراوان دولت و مجلس، انحصار نظام مجوزدهی به ایستگاه پایانی خود نزدیک شده است.,1400/12/22
۳۰۰ میلیارد دلار ذخایر ارزی روسیه مسدود شد,وزیر دارایی روسیه گفت: تحریم های غرب حدود 300 میلیارد دلار از 640 میلیارد دلار ذخایر ارز و طلای روسیه را مسدود کرده است.,1400/12/22
عاملین بحران بیکاری سال آینده / چه کسانی نماینده کارفرمایان در کمیته دستمزد بودند؟,افزایش ۵۷درصدی حقوق کارگران، یکی از موضوعاتی است که دولت سیزدهم در این روزها آن را یکی از افتخاراتش می‌خواند؛ اما نتیجه این افزایش حقوق به زعم بسیاری از کارشناسان و البته تولیدکنندگان کوچک و متوسط بخش خصوصی نتیجه ای جز تعطیلی بنگاه ها، تعدیل نیرو و تشدید بیکاری و اشتغال غیررسمی نخواهد داشت. اما مقصران و یا تصمیم گیران این اشتباه چه کسانی بودند؟,1400/12/22
الزام چهار دستگاه دولتی بر اتصال به درگاه ملی مجوزها,هیات مقررات‌زدایی و بهبود محیط کسب و کار در مورد عناوین، شرایط، مدارک، زمان و هزینه صدور مجوزهای وزارتخانه‌های نیرو، فرهنگ و ارشاد اسلامی، تعاون، کار و رفاه اجتماعی و بانک مرکزی جمهوری اسلامی ایران، تصمیم‌گیری کرد.,1400/12/22
آخرین وضعیت لایحه جامع حقوق و دستمزد,رییس کمیسیون برنامه و بودجه مجلس شورای اسلامی گفت: ضرورت دارد دولت هر چه زودتر لایحه جامع حقوق و دستمزد را به مجلس شورای اسلامی ارایه دهد.,1400/12/22
معافیت مالیاتی هنرمندان منصفانه نیست,رییس مرکز مطالعات، پایش و بهبود فضای کسب‌وکار وزارت اقتصاد خواستار تجدید نظر مجلس در مورد معافیت مالیاتی هنرمندان شد.,1400/12/22
چرا اقتصاد ایران دچار فروپاشی نشد؟,اگر دری به روی شما بسته شود، بدون شک دری دیگر به روی شما گشوده شده است. در دو هفته گذشته فشار جهانی بر امور مالی روسیه به شکل چشمگیری افزایش یافته است. این در حالی است که در ایران قرار است از فشار تحریم‌ها کاسته شود. در سال ۲۰۱۸ آمریکا از توافق هسته‌ای چند جانبه با ایران خارج شد و تقریبا یک سال است که مذاکراتی برای احیای برجام آغاز شده است. مذاکراتی که در واقع نوعی معامله به نظر می‌رسد. اینکه این توافق نفت ایران را به بازار جهانی بازگرداند.,1400/12/22
تورم واردات به ۴۴۵ درصد رسید,"تغییرات شاخص قیمت کالاهای وارداتی (مبتنی بر داده‌­های دلاری) نسبت به فصل قبل ١٢,١ درصد است که در مقایسه با تورم فصلی تابستان ١٤٠٠ (٨.٧ درصد) حدود ٣.٤ واحد درصد افزایش داشته است.",1400/12/22
ایرادات شورای نگهبان به لایحه بودجه ۱۴۰۱,عضو هیات رییسه مجلس از ارسال برخی از ایراد‌های شورای نگهبان به لایحه بودجه ۱۴۰۱ به مجلس خبر داد.,1400/12/22
کدام زنان سرپرست خانوار عیدی می گیرند؟,مدیرکل امور مستمری‌های سازمان تامین اجتماعی گفت: بازنشستگان زن سرپرست خانوار که براساس ضوابط تامین اجتماعی مشمول دریافت حق عائله‌مندی بوده‌اند و همسران(زن) بیمه‌شدگان یا مستمری‌بگیران متوفی از مبلغ عیدی به همراه مزایای حمایت از خانواده(عائله‌مندی) بهره‌مند شدند.,1400/12/22
تاکید بر یافتن شرکای اقتصادی جدید به دنبال بحران اوکراین و روسیه,رییس اتاق بازرگانی ایران گفت: تحولات روسیه و اوکراین ممکن است اختلال گسترده‌ای در زنجیره تأمین ایجاد کند بنابراین از دولت انتظار می‌رود تا با کمک بخش خصوصی نسبت به یافتن شرکای اقتصادی جدید اقدام کند.,1400/12/22
وام بازنشستگان تامین اجتماعی افزایش یافت,مدیرعامل سازمان تامین اجتماعی جزییات وام قرض الحسنه بازنشستگان سازمان تامین اجتماعی در سال آتی را اعلام کرد.,1400/12/22
حقوق معلمان بعد از اجرای رتبه بندی چقدر می شود؟,احمد حسین فلاحی با اشاره به اینکه اغلب معلمان کشور در رده های ۲و ۳ قانون رتبه بندی قرار دارند، حقوق دریافتی عمده معلمان را بالای ۸میلیون تومان ارزیابی کرد.,1400/12/22
بودجه تا اواسط هفته نهایی می شود,سخنگوی شورای نگهبان با بیان این تا اواسط هفته بررسی بودجه به پایان می‌رسد، گفت: ماده واحده و تبصره لایحه بودجه چند روز پیش به شورای نگهبان ارسال شد و اعضای این شورا در نوبت‌های صبح، عصر و شب به صورت جامع و دقیق در حال بررسی آن هستند.,1400/12/21
افزایش ۵۷درصدی حداقل حقوق / تبعات یک سیاست پوپولیستی,روز پنجشنبه حداقل دستمزد سال ۱۴۰۱ با افزایش ۵۷درصدی نسبت به سال گذشته تعیین شد.,1400/12/21
پادکست عصرگاه اقتصادآنلاین ۱۴۰۰/۱۲/۲۱,امروز در عصرگاه اقتصاد رادیو اقتصادآنلاین درباره جدیدترین اخبار اقتصادی ایران و جهان صحبت می‌کنیم.,1400/12/21
افزایش دستمزد کارگران تورم زا نیست,وزیر تعاون، کار و رفاه اجتماعی با بیان اینکه افزایش دستمزد کارگران عامل اصلی تورم نیست، به افزایش ۵۷ درصدی حداقل حقوق اشاره کرد و گفت: امسال با این تعیین دستمزد ۹ درصد قدرت خرید کارگران افزایش پیدا کرد.,1400/12/21
تبعات پرداخت ارز ۴۲۰۰ تومانی برای اقتصاد چه بود؟,سیاست ارز ترجیجی در سال‌های گذشته باعث رشد قاچاق و فساد در سیستم اقتصادی کشور شده است.,1400/12/21
کارگران چقدر مالیات خواهند داد؟,حداقل دریافتی حقوق یک نفر مشمول پرداخت مالیات ۱۰ درصدی است.,1400/12/21
بودجه جهاد تببین حذف می شود,عضو هیات رییسه کمیسیون تلفیق بودجه سال ۱۴۰۱ گفت: بودجه جهاد تبیین از لایحه سال ۱۴۰۱ حذف می‌شود.,1400/12/21
آخرین وضعیت بدهی دولت به تامین اجتماعی,رییس کانون بازنشستگان تامین اجتماعی تهران گفت: بر اساس بند «و» تبصره ۲ بودجه ۱۴۰۰، دولت درباره تسویه دیون تأمین اجتماعی ۸۹ هزار میلیارد تومان به این سازمان بدهی دارد و تاکنون آن را پرداخت نکرده است.,1400/12/21
خطر تامین افزایش ۵۷ درصدی دستمزد برای بنگاه های کوچک,نماینده سابق کارفرمایان در شورای عالی کار از ابراز نگرانی کارفرمایان بنگاه های کوچک و متوسط برای تأمین دستمزد کارگران در سال آینده خبر داد.,1400/12/21
پیش بینی کاهش رشد اقتصادی ایالات متحده,بانک سرمایه‌گذاری گلدمن ساچز پیش‌بینی خود از رشد اقتصاد آمریکا در سال جاری میلادی را از ۳.۱درصد قبلی تا ۲.۹درصد کاهش داد که می‌توان آن را نتیجه افزایش قیمت‌ها و کاهش هزینه‌کرد مردم در بحبوحه بحران اوکراین دانست.,1400/12/21
تکلیف یارانه های نقدی در بودجه ۱۴۰۱ چه خواهد شد؟,حمیدرضا حاجی بابایی رییس کمیسیون تلفیق بودجه مجلس درمورد یارانه های نقدی در بودجه ۱۴۰۱ توضیحاتی داد.,1400/12/21
زمان اعلام حقوق نمایندگان مجلس مشخص شد,رییس کمیسیون تلفیق مجلس در پاسخ به سوالی در مورد میزان حقوقش گفت: مصوب شد نمایندگان مجلس حقوق خود را تا تیر ماه ۱۴۰۱ در سامانه پاکنا اعلام کنند.,1400/12/21
امیدوارم مجددا دچار بیماری هلندی نشویم,وزیر امور اقتصاد و دارایی گفت: با تجربه سه سال اخیر، امیدواریم اگر هم توافقی در مذاکرات صورت گیرد، موجب نشود به دوران حاکمیت اقتصاد نفت زده و نقش‌آفرینی متمرکز دولت برگردیم که عوارضی مثل بیماری هلندی و کم‌توجهی دولت به بخش خصوصی و نهادهای عمومی را به دنبال خواهد شد.,1400/12/20
ماجرای پیامک مالیاتی جدید چیست؟,سازمان امور مالیاتی در پیامکی به صاحبان مشاغل اعلام کرده که برای مشاهده برگه مالیاتی مرتبط با فعالیت خود در کارتابل ابلاغ الکترونیک به درگاه ملی خدمات الکترونیکی سازمان مراجعه و اقدام لازم را انجام دهند.,1400/12/20
اقتصاد جهان پس از حمله روسیه,اتاق بازرگانی تهران در جدیدترین گزارش خود به بررسی آخرین وضعیت شاخص‌های اقتصاد اروپا و جهان پس از حمله روسیه به اوکراین پرداخته است.,1400/12/20
چند نفر با سامانه جستجوی شغل کار پیدا کردند؟,معاون اشتغال وزیر کار از ثبت ۳۳۵ هزار تقاضای اشتغال در سامانه جست وجوی شغل طی شش ماه گذشته خبر داد و گفت: ۸۵۰۰ نفر از این طریق جذب بازار کار شده اند.,1400/12/20
کدام خانواده ها منتظر یارانه ۷۰۰هزار تومانی باشند؟,براساس تصمیم نمایندگان مجلس، برخی خانواده‌ها در سال جدید یارانه ۶۸۲هزار تومانی دریافت خواهند کرد.,1400/12/20
رکوردشکنی تخصیص اعتبارات عمرانی,رییس سازمان برنامه و بودجه در توییتی نوشت: ۴۰ هزار میلیارد تومان هم از محل هدفمندی یارانه‌ها پرداخت‌شده است.,1400/12/20
ناگفته های مهم همتی از دوران حضور در صداوسیما، بانک مرکزی و انتخابات ۱۴۰۰,عبدالناصر همتی؛ رییس کل اسبق بانک مرکزی وکاندیدای انتخابات ریاست جمهوری ۱۴۰۰؛ دریک مصاحبه مفصل سه ساعته با مجله آگاهی نو نکات مهمی را مطرح کرده است.,1400/12/20
آخرین وضعیت اتصال دستگاه ها به درگاه مجوز ها,علی‌رغم پایان مهلت دستگاه‌های مرجع صدور مجوز برای بارگذاری مجوزها، دستگاه‌های کمی توانسته‌اند درگاه‌های تخصصی‌شان را به درگاه ملی مجوزها وصل کنند و در صورت عدم تمکین باید منتظر توبیخ باشند.,1400/12/20
تورم روسیه رکورد زد,آژانس آمار ملی روسیه اعلام کرد: تورم قیمت مصرف‌کننده در روسیه که طی ماه‌ها شتاب گرفته است، در ماه فوریه به بالاترین حد خود طی شش سال اخیر رسید.,1400/12/20
وعده مخبر برای ایجاد یک میلیون شغل در سال,یکصد واحد اقتصادی غیر فعال و نیمه فعال احیا شده با حمایت صندوق کارآفرینی امید امروز به طور همزمان و با حضور معاون اول رییس جمهور در سراسر کشور افتتاح شد.,1400/12/19
زمان واریز آخرین یارانه ۱۴۰۰,یکصد و سی و سومین یارانه نقدی ساعت ۲۴ پنجشنبه ۱۹ اسفند ۱۴۰۰ پرداخت می‌ شود.,1400/12/19
کدام کارگران سال آینده ۶ میلیون و ٧٠٠ هزار تومان حقوق می گیرند؟,حداقل حقوق کارگران برای سال آینده ۵٧.۴ درصد افزایش یافته است.,1400/12/19
نقشه راه دستیابی ایران به رشد اقتصادی ۴درصدی,یک استاد اقتصاد گفت: دولت با سرمایه‌ گذاری در زیرساخت‌ ها باید کشور را از مخصمه سرمایه‌ گذاری بیرون آورد و اگر توافقی صورت گرفت و منابع ارزی به کشور اضافه شود باید صرف سرمایه‌ گذاری شود، نه صرف منابع جاری مملکت.,1400/12/19
تحریم و FATF نه دیوار ذهنی که مانع تجارت۲۰۰ میلیارد دلاری است,عبدالناصر همتی در توییتی به گزارش کیهان در مورد تحریم پاسخ داد.,1400/12/18
عبور اقتصاد ایران از کرونا / افزایش چشم گیر رشد بخش نفتی,مرکز آمار، گزارشی در رابطه با رشد اقتصادی در نه ماهه‌ اول امسال منتشر کرده است. در این گزارش رشد اقتصادی را برای نه ماه با نفت ۵.۱ درصد و بدون نفت ۳.۸ درصد محاسبه شده است. همچنین بیشترین رشد مربوط به بخش استخراج نفت و گاز و بدترین نتایج برای بخش کشاورزی به دست آمده است. این گزارش ایران را در حال خروج از رکود ناشی از کرونا و تلاش برای توسعه تجارت نشان می‌دهد.,1400/12/18
رشد اقتصادی در ۹ ماهه سال ۱۴۰۰ به ۵.۱ درصد رسید,محصول ناخالص داخلی به قیمت ثابت سال ۱۳۹۰ در نه ماهه سال ۱۴۰۰ به رقم ۵۴۹.۷ هزار میلیارد تومان با نفت و ۴۷۲ هزار میلیارد تومان بدون احتساب نفت رسیده است.بنابراین رشد اقتصادی با نفت در ۹ ماهه ۱۴۰۰ برابر با ۵.۱ درصد و بدون نفت، ٣.٨ درصد بوده‌است.,1400/12/18
حداقل دستمزد امشب تعیین می‌شود؟ + فیلم,حجت عبدالملکی وزیر تعاون، کار و رفاه اجتماعی گفت:جلسه تعیین حداقل دستمزد، هر روز و یک روز در میان در حال برگزاری است.,1400/12/18
سرمایه گذاری خارجی به سطح ۲۰۱۲ بازگشت,گزارش‌ها حاکی است که تعداد سرمایه‌گذاران خارجی دارای اوراق قرضه دولتی روسیه به کمترین میزان در ۱۰ سال اخیر رسیده است.,1400/12/18
برای اتصال به سامانه مجوزها حتی یک روز وقت اضافه نمی دهیم,وزیر اقتصاد گفت: ۱۲۸۰ مجوز در سامانه ملی مجوز‌ها شناسایی شده که شرایط ۸۰ درصد از آن‌ها ساده سازی و غیرقابل تفسیر شده است.,1400/12/18
چرا باید دستمزد تهران با روستاها یکسان باشد؟,کارشناس روابط کار در یادداشتی تاکید کرد که طبق سطر اول ماده ۴۱ قانون کار، دستمزد متفاوت برای مناطق مختلف کشور تعیین شود.,1400/12/18
راه قاچاق داروهای ایرانی بسته می شود,عضو هیات رییسه اتاق بازرگانی تهران می‌گوید با حذف ارز ۴۲۰۰ تومانی می‌توان انتظار داشت که راه قاچاق دارو به خارج از کشور مسدود شود.,1400/12/18
سهم سامانه نیما از رفع تعهد ارزی چقدر است؟,رییس سابق دبیرخانه کمیته اقدام ارزی گفت: نسبت ایفای تعهدات ارزی از طریق سامانه نیما به کل تعهدات ارزی ایفا شده حدود ۶۰ درصد بوده و دو روش جذاب و مورد علاقه صادرکنندگان، فقط حدود ۲۹درصد از رفع تعهدات ارزی را به خود اختصاص داده است.,1400/12/18
قانون رتبه بندی معلمان به دولت ابلاغ شد,رییس مجلس شورای اسلامی، طی نامه‌ای به رییس جمهور، قانون نظام رتبه بندی معلمان را به منظور اجرا، ابلاغ کرد.,1400/12/18
کدام دستگاه ها از پیوستن به درگاه ملی مجوزها امتناع کردند؟,امروز یکشنبه در حالی اتصال دستگاه‌‌ها به درگاه ملی مجوزهای کسب و کار ابلاغ می‌شود که تاکنون ۵ دستگاه‌ها مجوزهای خود را به تایید هیات مقررات‌زدایی نرسانده و تلاشی برای اتصال به درگاه این درگاه نداشتند.,1400/12/18
فرمول تعیین حقوق کارگران تغییر می کند؟,معاون روابط کار وزارت تعاون، کار و رفاه اجتماعی گفت: تعیین حداقل دستمزد کارگران امسال هم طبق روال سال‌های قبل خواهد بود.,1400/12/18
بودجه به شورای نگهبان رفت,سخنگوی هیات رییسه مجلس شورای اسلامی از ارسال لایحه بودجه سال ۱۴۰۱ به شورای نگهبان خبر داد.,1400/12/18
کف و سقف حقوق معلمان در طرح رتبه بندی چقدر خواهد بود؟,عضو کمیسیون آموزش مجلس گفت: برای حقوق معلمان خیلی حساب و کتاب نکنید، برای کارکنان دولت که خیلی حساب و کتاب نمی کنند.,1400/12/18
انحصار در شرایط تحریمی یعنی هم دستی با دشمن,رییس مرکز پایش و بهبود فضای کسب و کار وزارت اقتصاد گفت: تا زمانی که وکلا در قبال خدمتی که انجام می‌دهند از مردم پول بگیرند کسب و کار هستند و باید درها را برای ورود باز کنند.,1400/12/18
حذف امضاهای طلایی با اصلاح نظام مجوزدهی,نایب رییس کمیسیون بهبود محیط کسب و کار و رفع موانع تولید اتاق بازرگانی تهران گفت: راه‌اندازی درگاه ملی مجوزها منجر به اصلاح نظام مجوزدهی خواهد شد و امضاهای طلایی و رانت‌هایی با این شیوه دردسرهای زیادی برای کارآفرینان و کسب و کارها ایجاد کرده را حذف خواهد کرد.,1400/12/18
افزایش حقوق معلمان با سازوکاری جدید,نایب رییس کمیسیون آموزش و تحقیقات مجلس با بیان اینکه احکام جدید معلمان در سال ۱۴۰۱ صادر خواهد شد از مهلت یک ماهه وزارت آموزش و پرورش برای تدوین آیین نامه اجرایی نظام رتبه معلمان خبر داد.,1400/12/18
کاهش فقر مطلق در گرو کنترل تورم,رییس کمیسیون اقتصادی مجلس گفت: موتور تورم خاموش شود به تدریج سیاست‌ های حمایتی برای کاهش فقر مطلق جواب خواهد داد.,1400/12/18
انتظار ۴ ساله یک دامپروری برای مجوز,۱۸ اسفند آخرین مهلت دستگاه‌ ها برای اتصال به درگاه ملی مجوز‌ها و صدور الکترونیکی مجوز لازم برای کسب و کارهاست.,1400/12/18
کارمندان چقدر بیشتر مالیات می دهند؟,داود منظور، رییس سازمان امور مالیاتی کشور گفت: مالیاتی که از حقوق‌بگیران دریافت می‌کنیم تقریبا سه برابر مشاغل آزاد است.,1400/12/18
افزایش ۲۰۵ هزار میلیارد تومانی پایه پولی توسط بانک ها!,رییس اسبق بانک مرکزی گفت: آمارها نشان می‌دهد که ریپو (وثیقه گذاشتن اوراق خریداری شده بانک‌ها در بانک مرکزی برای دریافت وام) به ۹۰ هزار میلیارد تومان رسیده و اضافه برداشت‌ها از بانک مرکزی به ۱۱۵ هزار میلیارد تومان رسیده است که این موضوع، ۲۰۵ هزار میلیارد بر میزان پایه پولی اضافه می‌کند.,1400/12/18
استخدام تنها به شرط مجوز سازمان اداری استخدامی,نمایندگان مجلس شورای اسلامی تصویب کردند که هرگونه استخدام و به کارگیری نیروی انسانی در تمام دستگاه های اجرائی صرفًا بر اساس مجوز صادره از سوی سازمان اداری و استخدامی کشور امکان پذیر خواهد بود.,1400/12/17
موافقت لحظه آخری نمایندگان با شفافیت حقوق خود,نمایندگان مجلس یازدهم که پیش از این، انتشار حقوق خود را در سامانه پاکنا مستثنی کرده بودند، در دقایق پایانی بررسی بودجه ۱۴۰۱ دست به اصلاح آن زدند تا حقوق آنها همچون سایر ارگان ها به صورت شفاف منتشر شود.,1400/12/17
پادکست عصرگاه اقتصادآنلاین ۱۴۰۰/۱۲/۱۷,امروز در عصرگاه اقتصاد رادیو اقتصادآنلاین درباره جدیدترین اخبار اقتصادی ایران و جهان صحبت می‌کنیم.,1400/12/17
لایحه بودجه ۱۴۰۱ در ایستگاه پایانی مجلس,بررسی لایحه بودجه ۱۴۰۱ مجلس شورای اسلامی پس از ۲۸ جلسه در صحن علنی به پایان رسید.,1400/12/17
با حذف ارز ترجیحی ٢٥٠ هزار میلیارد تومان آزاد می شود,یک کارشناس اقتصادی ضمن برشمردن نقاط قوت و ضعف راه‌های مختلف جایگزین کردن ارز ترجیحی از جمله کالابرگ و یارانه نقدی، گفت: حدود ٢٥٠ هزار میلیارد تومان با حذف ارز دولتی آزاد می‌شود که اگر آن را بین همه مردم تقسیم کنیم ماهانه یک میلیون تومان به یک خانواده ۴ نفره اختصاص پیدا می‌کند.,1400/12/17
پرداخت حقوق کارکنان به شرط ثبت اطلاعات در سامانه کارمند ایران,نمایندگان مجلس در بررسی بودجه ای امروز مصوب کردند پرداخت حقوق و دستمزد کارکنان دولت تنها در صورت ثبت اطلاعات آنها در سامانه یکپارچه نظام اداری انجام شود.,1400/12/17
افزایش حقوق سربازان قطعی شد,روز گذشته مجلس با افزایش حقوق سربازان موافقت کرد.,1400/12/17
حداقل حقوق کارگران چه زمانی تعیین می شود؟,معاون روابط کار وزارت تعاون گفت: حداقل حقوق کارگران تا 21 اسفندماه در شورای عالی کار تعیین می‌شود.,1400/12/17
آخرین آمار وصول درآمدهای مالیاتی ۱۴۰۰,رییس کل سازمان امور مالیاتی کشور از وصول حدود ۲۷۸ هزار میلیارد تومان مالیات در ۱۱ ماهه امسال خبر داد و گفت: درآمدهای مالیاتی در این مدت به صورت کامل و پیش از موعد محقق شده‌اند.,1400/12/17
فردا، آخرین مهلت دستگاه ها برای اتصال به درگاه ملی مجوزها,هجدهم اسفندماه (فردا) آخرین مهلت دستگاه‌ها برای اتصال به درگاه ملی مجوزهاست و شمارش معکوس برای الکترونیکی شدن صدور جواز کسب و کارها به صدا درآمده است.,1400/12/17
رکوردشکنی قیمت نیکل بعد از تحریم روسیه,قیمت نیکل در پی ادامه جنگ در اوکراین و افزایش بی‌سابقه تحریم‌های جهانی علیه روسیه یک رکورد تاریخی شکست و نرخ هر تُن آن برای ساعاتی از مرز ۱۰۱ هزار دلار گذشت.,1400/12/17
مخالفان الکترونیکی شدن صدور مجوز کسب‌ و‌کار‌ چه کسانی هستند؟,مخالفان و سنگ‌اندازان اجرای قانون بهبود فضای کسب و کار را می‌ توان به سه دسته و گروه عمده تقسیم کرد که اغلب با اهدافی خاص و منفعت‌طلبانه، در اجرای این قانون مقاومت می‌کنند.‌,1400/12/17
جلسات ویژه مجلس برای افزایش مستمری مددجویان کمیته امداد,عضو کمیسیون کشاورزی مجلس شورای اسلامی از برگزاری جلسات ویژه برای افزایش مستمری مددجویان از سوی نمایندگان خبر داد.,1400/12/17
خبر وزیر کار درباره حقوق بازنشستگان,وزیر تعاون، کار و رفاه اجتماعی گفت: به متناسب‌سازی حقوق بازنشستگان اعتقاد داریم و همسان‌سازی برای بازنشستگان تامین اجتماعی هم اجرا خواهد شد.,1400/12/17
نمایندگان با شفافیت حقوق خود مخالفت کردند,نمایندگان مجلس شورای اسلامی با حذف بندی از لایحه بودجه با شفاف شدن حقوق وکلای ملت مخالفت کردند.,1400/12/17
دستورات لازم برای رفع فقر ارائه شده است,سخنگوی دولت در نشست خبری امروز خود گفت: در جلسه اخیر شورای عالی رفاه گزارشی در زمینه رفع فقر مطلق ارائه شد و رییس جمهور دستورات لازم را در سطوح مختلف و در زمانبندی مشخص جهت رفع فقر دادند.,1400/12/17
برنامه مجلس برای ساماندهی نیروهای قراردادی و شرکتی چیست؟,رییس مجلس شورای اسلامی ضمن تاکید بر ضرورت بررسی اولویت دار ساماندهی نیروهای قراردادی و شرکتی، گفت: این موضوع مهم و جدی بوده و باید با طمأنینه بیشتر، اما با اولویت بررسی شود؛ طرحی با بیش از ۱۸۰ امضا در مجلس برای ساماندهی استخدام کارکنان دولت در دست بررسی است.,1400/12/17
تخصیص ۱۰ درصد از منابع هدفمندسازی یارانه ها به حوزه سلامت,نمایندگان مجلس با ۱۰ درصد کل منابع هدفمندسازی یارانه‌ها برای حوزه سلامت موافقت کردند تا این مبلغ به وزارت بهداشت و درمان اختصاص یابد.,1400/12/17
سندی یتیم در دولتی مدعی,علی مروی در صفحه توییتر خود نکاتی را درباره سند تحول دولت سیزدهم مطرح کرد.,1400/12/17
کارگران نباید برای مطالبات معیشتی اخراج شوند,دبیر اجرایی خانه کارگر تشکیلات ساوه و زرندیه گفت: بیان مطالبات به حق کارگران در خصوص مشکلات معیشتی و صنفی آنان منجر به اخراج غیرقانونی جامعه کارگری از محیط کار می شود که غیرقانونی است و نباید این رویه در کارخانجات حاکم باشد.,1400/12/17
سربازان سال ۱۴۰۱ چقدر حقوق می گیرند؟,حمیدرضا حاجی بابایی درمورد حقوق سربازان در سال آینده توضیحاتی داد.,1400/12/17
تعیین دستمزد کارگران به کجا رسید؟,سومین نشست دستمزد شورای عالی کار با مذاکرات فشرده شرکای اجتماعی در وزارت کار در حال برگزاری است و تا این لحظه نمایندگان کارفرمایی پیشنهاد افزایش ۳۵ درصدی دستمزد را ارائه کرده اند.,1400/12/16
آخرین اخبار از افزایش حقوق کارکنان دولت,نمایندگان مجلس شورای اسلامی ساز وکار افزایش حقوق کارکنان کشوری و لشگری، اعضای هیأت علمی دانشگاه ها و مؤسسات آموزش عالی و پژوهشی و قضات و کارکنان تابع قانون کار در سال آتی را مشخص کردند.,1400/12/16
افراد یارانه بگیر با درآمد بالا قابل شناسایی هستند,حجت اله عبدالملکی، وزیر رفاه گفت: در جلسه شورای عالی رفاه به دستور رییس جمهور همه دستگاه ها مکلف شدند که اطلاعات برخط را در اختیار وزارت رفاه قرار دهند. وزارت رفاه آمادگی کامل در زمینه شناسایی افراد پر درآمد و افراد فاقد بیمه را دارد.,1400/12/16
سقف پاداش پایان خدمت کارکنان دولت در سال آینده چقدر است؟,نمایندگان مجلس سقف پاداش پایان خدمت کارکنان دولت، تعیین شده در قانون را در ازای هر سال خدمت حداکثر تا سی‌سال ۴۷۲ میلیون تومان تعیین کردند.,1400/12/16
پادکست عصرگاه اقتصادآنلاین ۱۴۰۰/۱۲/۱۶,امروز در عصرگاه اقتصاد رادیو اقتصادآنلاین درباره جدیدترین اخبار اقتصادی ایران و جهان صحبت می‌کنیم.,1400/12/16
اختصاص تسهیلات ۱۲۰ هزار میلیارد تومانی برای حمایت از اشتغال,نمایندگان مردم در مجلس با اختصاص تسهیلات ۱۲۰ هزار میلیارد تومانی برای حمایت از اشتغال موافقت کردند.,1400/12/16
